gender,age,person,became_member_on,income,treatment,outcome,discount_attributed_spend,tenure_days,total_transactions,avg_spend,purchase_frequency,is_missing_demographics
M,62,6af6ebeae23445e08771216db222ee25,2018-07-10,41000.0,1,148.16,75.14,16,14.0,10.582857142857142,14.0,False
M,51,0305b52a24744a9bb660bffc6b39e884,2015-12-18,114000.0,1,127.31,0.0,951,6.0,21.218333333333334,0.189,False
F,25,acce25c39cfe46d6b308006d958c6252,2015-11-21,48000.0,1,103.41,28.04,978,8.0,12.92625,0.245,False
M,65,47b014746315472f8127c2031441506e,2017-10-21,36000.0,1,22.58,1.15,278,4.0,5.645,0.432,False
M,49,eba549a734db42ff9b18e8a64ce46377,2014-03-12,68000.0,1,34.65,30.89,1597,13.0,2.6653846153846152,0.244,False
F,80,23734b1dfcb94f9a8295153317a77c8c,2017-12-04,52000.0,1,78.15,39.93,234,6.0,13.025,0.769,False
M,76,a7ae1cee383c42d080059d5e765456d3,2016-05-01,111000.0,1,189.72,72.99000000000001,816,7.0,27.102857142857143,0.257,False
M,56,24ffb1b73fcc4f6bba82a9354eaf7744,2018-03-18,58000.0,1,6.81,6.13,130,3.0,2.27,0.692,False
M,36,dbf3c96bcbc44cca9839344b4adcaddf,2016-04-24,30000.0,1,76.73,42.6,823,12.0,6.394166666666667,0.437,False
O,26,13aadd16d0e64941aeb4d24d2037fcef,2018-01-17,36000.0,1,84.25,20.53,190,11.0,7.659090909090909,1.737,False
F,56,06d7f5abc31b4a02836349333ac02f33,2017-06-14,69000.0,1,177.9,96.62,407,10.0,17.79,0.737,False
M,66,befa139192644f5281eef72115c7c4e3,2017-09-03,48000.0,1,11.420000000000002,5.800000000000001,326,5.0,2.2840000000000003,0.46,False
F,82,6554060879714a809f2a3f2f781fb233,2017-12-12,101000.0,1,134.23,79.49,226,5.0,26.845999999999997,0.664,False
F,57,25f66f03dbcb42f89a31b53d15a8f729,2018-03-25,98000.0,0,119.07,0.0,123,4.0,29.7675,0.976,False
M,69,1aa26e8aea6440de9acb1edd6085ce64,2018-04-02,48000.0,1,12.94,7.4799999999999995,115,4.0,3.235,1.043,False
M,20,10a5da9c4e80439286db884a52de6618,2018-03-11,33000.0,1,88.55,34.43,137,9.0,9.838888888888889,1.971,False
F,48,61a90cab1e9a48e79734e2ec652c65a0,2018-01-23,90000.0,1,384.23,286.45,184,17.0,22.601764705882353,2.772,False
M,60,51b78fab74014eec803261b88fe2955f,2016-11-18,85000.0,0,148.28,0.0,615,7.0,21.18285714285714,0.341,False
M,39,b64b461c1e4547359eb09ad574ff6f5d,2015-11-13,60000.0,1,587.42,357.61,986,18.0,32.63444444444444,0.548,False
M,31,147342333fb24de68e8e7a3ee22b267c,2018-05-11,70000.0,1,29.53,18.52,76,6.0,4.921666666666667,2.368,False
M,46,03c0b69b3db24c70bba1622bc8dd8459,2016-04-09,31000.0,0,147.05,0.0,838,20.0,7.352500000000001,0.716,False
F,76,4d36d82f2945426ba7a5ea413fe6159f,2016-01-06,82000.0,1,170.18,128.1,932,8.0,21.2725,0.258,False
F,62,cec1d23a78844da4bd75d65280e10716,2017-10-25,88000.0,1,95.3,0.0,274,4.0,23.825,0.438,False
F,55,9f2fdda6613a446582d4c2f51520f344,2017-06-25,71000.0,1,337.29,109.47,396,16.0,21.080625,1.212,False
F,39,c68cee330a1b43b38c15b352a72215a6,2016-01-15,50000.0,1,167.46,27.49,923,13.0,12.881538461538462,0.423,False
F,49,eb8236097e62433cac7051332337682a,2018-03-27,43000.0,1,107.32,65.31,121,11.0,9.756363636363636,2.727,False
M,57,0390715ee2a4443eac8582a5941d61a9,2017-10-03,60000.0,0,51.82,0.0,296,3.0,17.273333333333333,0.304,False
M,18,abdc98fc32234a17b962e035422289fd,2016-12-29,47000.0,1,109.28999999999999,43.58,574,11.0,9.935454545454546,0.575,False
F,21,56fdfb2d2ffd46749286cf22f63029ca,2016-03-25,70000.0,1,193.75,38.489999999999995,853,11.0,17.613636363636363,0.387,False
M,37,984ada73b03f4ed49177ff89ff121dd1,2018-01-13,42000.0,1,33.51,22.55,194,15.0,2.234,2.32,False
F,64,106c1ac833bc4bf7a9a8a1bf22340cac,2016-03-28,87000.0,1,207.53,207.53,850,9.0,23.058888888888887,0.318,False
F,60,65df8f20c8d94f7284c6e94556320a11,2017-09-06,93000.0,1,69.97,0.0,323,3.0,23.323333333333334,0.279,False
F,83,21d4070aeb3b459580e2b21db2a2ed06,2018-04-20,89000.0,1,45.08,0.0,97,2.0,22.54,0.619,False
F,62,a0c952fc76bb439092c0b42031e7e63d,2017-10-10,104000.0,1,135.53,32.91,289,5.0,27.106,0.519,False
M,22,ea967850f34c413fa2fda78e735bb46b,2017-10-17,43000.0,0,14.43,0.0,282,5.0,2.886,0.532,False
M,46,15ce94fa75264b5ebfc65f5944c482a9,2016-04-26,56000.0,1,99.87,37.870000000000005,821,19.0,5.2563157894736845,0.694,False
M,58,f140769bf21e43f08ad81e9a482c0a11,2017-05-28,38000.0,1,36.49,26.24,424,12.0,3.0408333333333335,0.849,False
M,40,ad520f42370b4a419a99368fbad31e21,2017-10-05,70000.0,0,502.23,0.0,294,6.0,83.705,0.612,False
M,49,eaa201c5a4e84aa49f25b659d3948444,2016-08-18,54000.0,0,92.0,0.0,707,6.0,15.333333333333334,0.255,False
M,78,d4d584a66aa74834b342315859315a62,2017-10-08,74000.0,1,79.97,34.79,291,18.0,4.442777777777778,1.856,False
M,35,03637e48ffda4bf9b73b079d03c0bbe3,2017-12-17,48000.0,1,98.99000000000001,8.04,221,8.0,12.373750000000001,1.086,False
M,69,73d2f55a6c8240a2815efbe3ff95d171,2014-11-26,92000.0,1,134.01,58.980000000000004,1338,6.0,22.334999999999997,0.135,False
M,23,34e19e3dc5ea431a810374298da4d28b,2017-11-24,74000.0,1,17.58,5.77,244,4.0,4.395,0.492,False
F,18,df72761941ab427b9c8878508ad5814e,2013-10-07,53000.0,1,39.519999999999996,11.0,1753,17.0,2.3247058823529407,0.291,False
M,44,8296312262cd4cc19872e53ad1e10345,2017-06-24,47000.0,1,55.7,22.61,397,17.0,3.2764705882352945,1.285,False
M,54,ff80a43ecb34439491bd9ae1cff7c5fc,2014-02-04,57000.0,1,63.4,27.15,1633,15.0,4.226666666666667,0.276,False
M,62,ce9cb5c521054dcc997b5170cf52a533,2015-01-08,55000.0,1,31.61,0.0,1295,9.0,3.5122222222222224,0.208,False
F,42,f01a231790994432b3b75fd610642776,2015-09-16,53000.0,1,114.56,53.31,1044,10.0,11.456,0.287,False
F,97,5ca3fe3523ff45caa2f98bbc3f347000,2017-09-29,52000.0,0,120.25,0.0,300,11.0,10.931818181818182,1.1,False
M,63,0854b236fc3b422d88cee4cb6d44ce0c,2018-01-20,33000.0,1,14.629999999999999,0.0,187,6.0,2.438333333333333,0.963,False
M,32,9cbcf7c2e556460db4d7d0ded51fc076,2016-06-04,53000.0,1,54.37,43.11,782,17.0,3.198235294117647,0.652,False
M,71,0f1c35c45ffa45deb5f96ca742409dc1,2014-07-24,47000.0,1,12.530000000000001,0.0,1463,7.0,1.7900000000000003,0.144,False
F,30,6c4ff893f85842f9a2bb625fab182825,2018-01-08,66000.0,1,117.32,0.0,199,7.0,16.759999999999998,1.055,False
M,39,0206e1388c34454caba2b7fce3123943,2017-06-04,71000.0,0,71.95,0.0,417,4.0,17.9875,0.288,False
F,65,dd2f15d3224349b3a54cbb4a91e89e0c,2016-05-17,66000.0,1,321.57,89.07,800,19.0,16.92473684210526,0.712,False
M,75,ef79641ea67f41699a8a43855888f4f6,2014-06-24,86000.0,1,87.35,29.38,1493,4.0,21.8375,0.08,False
F,44,de0945c55cec445aa4d4132d3c6118d3,2016-03-10,100000.0,1,241.54,35.82,868,11.0,21.958181818181817,0.38,False
M,50,9304ae638b864c549c3b24afc9f5dee4,2018-07-07,51000.0,1,69.69,26.34,19,7.0,9.955714285714285,7.0,False
M,21,94d27d5fe61849dc9ea33de8352011a7,2018-07-03,43000.0,1,9.96,0.0,23,3.0,3.3200000000000003,3.0,False
M,72,e18a016634be4e16a9ab52c094fd9daf,2016-06-09,56000.0,1,163.16,106.64,777,13.0,12.55076923076923,0.502,False
F,64,232aded1c7bc40f8baf89f8ea81706a4,2017-01-26,36000.0,1,68.88,14.4,546,9.0,7.653333333333332,0.495,False
F,47,d2678b66cabe423390376ece655685c0,2016-12-18,55000.0,1,132.79,0.0,585,9.0,14.754444444444443,0.462,False
F,71,2930ffc2783e420985e350bc5a52a4d1,2018-01-14,85000.0,1,16.7,16.7,193,1.0,16.7,0.155,False
F,26,b91aa6f2987247d99ab23e291e3065d1,2016-05-17,41000.0,1,85.38,16.439999999999998,800,10.0,8.538,0.375,False
F,36,1410e1ea947d4ee2853edbdc9ba89f08,2018-04-24,35000.0,1,74.68,29.85,93,9.0,8.297777777777778,2.903,False
F,60,0cc00e05b6be41e78d8385f64ccb5e15,2016-09-13,118000.0,0,223.25,0.0,681,7.0,31.892857142857142,0.308,False
F,49,d5059ee547a24f9a92c5c6c9892e469d,2016-08-04,53000.0,1,116.05,51.83,721,9.0,12.894444444444444,0.374,False
M,38,8d8eb830eb21469a98fc037cbf5ebdcc,2018-07-22,50000.0,1,139.11,125.60000000000001,4,7.0,19.872857142857146,7.0,False
M,45,6adfab79d9114248b0e7295149bf98d8,2018-04-22,43000.0,1,18.6,11.37,95,5.0,3.72,1.579,False
M,47,533ebfc687094b419d7a1148cb9616bf,2017-03-29,70000.0,1,130.82,42.16,484,7.0,18.68857142857143,0.434,False
M,45,a331d5262bd94e99a47119c3a92c7afd,2016-04-22,68000.0,1,65.45,0.0,825,15.0,4.363333333333333,0.545,False
M,55,e21713d1cb024b369cec2380fe2bb723,2014-11-11,91000.0,1,277.94,161.5,1353,12.0,23.161666666666665,0.266,False
F,50,daaa478470c54a9bb2a4c1d95b5a4e53,2017-05-15,66000.0,1,62.57,42.92,437,17.0,3.6805882352941177,1.167,False
M,24,67f1a9d497ee467ca2a679c84bb387a0,2018-05-09,70000.0,1,30.07,18.97,78,6.0,5.011666666666667,2.308,False
F,51,c60af05a014f4a0fadfefdeae44312b5,2015-08-02,119000.0,1,345.5,158.07,1089,12.0,28.791666666666668,0.331,False
F,49,0252aa6f0dee4585ba886945c60f48f5,2018-01-26,58000.0,1,10.36,0.0,181,1.0,10.36,0.166,False
F,60,0c8cb8d4ccdd4aa2a9bb93c3bf4b3dc4,2018-01-05,78000.0,0,86.36,0.0,202,4.0,21.59,0.594,False
F,53,c391f36b80484cdeab41cb227a862fef,2016-05-21,87000.0,1,253.49,43.58,796,10.0,25.349,0.377,False
F,81,e791350673c44c749c90ca39d3b28b4c,2014-06-04,94000.0,0,185.15,0.0,1513,7.0,26.45,0.139,False
M,57,461f33f4bfad4209944e465e620039eb,2018-07-01,98000.0,1,173.6,0.0,25,6.0,28.933333333333334,6.0,False
M,46,f930b6a55d964983b34daa04e80ba3bf,2014-07-17,58000.0,1,106.85,31.75,1470,7.0,15.264285714285714,0.143,False
M,32,e3f56a59459a44469eaa6c12bc04afd8,2018-03-01,61000.0,1,41.71,13.660000000000002,147,9.0,4.634444444444444,1.837,False
M,37,454587f835b74fa1aa422f76c57373c7,2016-01-27,99000.0,1,232.52,100.74,911,9.0,25.83555555555556,0.296,False
F,51,a092308012d345749be1307a63acbae5,2017-08-30,86000.0,1,152.10000000000002,86.69,330,5.0,30.420000000000005,0.455,False
M,58,fac959096aa4492db3b1114bc6f2cd27,2014-03-05,67000.0,0,68.47,0.0,1604,20.0,3.4234999999999998,0.374,False
M,51,6d5d3deb2fa5428dbed81510623b83e1,2018-06-30,65000.0,1,15.370000000000001,0.0,26,5.0,3.0740000000000003,5.0,False
M,34,140d73b7ee7d4d75aefe61b2d823d19e,2018-05-20,32000.0,1,14.65,3.58,67,3.0,4.883333333333334,1.343,False
M,67,10f7af1a6eb943e58c133d1043866c35,2017-03-30,84000.0,0,1036.68,0.0,483,10.0,103.668,0.621,False
M,83,d36ea7c10f2b4e619e70265f1be8b041,2016-07-29,71000.0,1,37.45,18.46,727,15.0,2.496666666666667,0.619,False
F,22,13b05afb8c4249179074ce931636fc70,2017-08-17,64000.0,1,19.77,0.0,343,6.0,3.295,0.525,False
M,55,3d9dd4ecd59c4b4db7b788d6c6d12126,2018-05-19,57000.0,1,0.0,0.0,68,0.0,0.0,0.0,False
M,44,ec70faa2792f4ee19d67dca4957d285f,2018-02-17,43000.0,1,24.04,15.870000000000001,159,6.0,4.006666666666667,1.132,False
M,23,9b1f748c79ae43bc93c10499159341f8,2018-06-28,38000.0,1,70.02,0.0,28,2.0,35.01,2.0,False
M,57,e25246eda3e449d4be7ca3f32687042e,2016-09-30,69000.0,1,55.51,0.0,664,13.0,4.27,0.587,False
M,45,02557fafcf334c30a22c312c5647f71a,2018-04-16,43000.0,1,17.18,2.5,101,6.0,2.8633333333333333,1.782,False
M,76,66a04ad46d83408ea8e2e28e8ccf3300,2016-11-23,85000.0,1,146.09,25.61,610,6.0,24.348333333333333,0.295,False
F,61,beb7f9bb1096496fa4a369be8d0c6137,2018-02-03,105000.0,1,31.549999999999997,6.97,173,2.0,15.774999999999999,0.347,False
F,54,435e8d41374d4c9ca365a90566f28e0a,2018-06-02,77000.0,1,92.87,45.41,54,4.0,23.2175,2.222,False
M,47,fab3921ad34343d28dfb70c6217a1072,2016-02-29,62000.0,1,121.68,56.099999999999994,878,8.0,15.21,0.273,False
F,25,1fa45d0a243c4303b070877b7e161d85,2017-12-27,72000.0,1,152.31,67.31,211,11.0,13.846363636363636,1.564,False
M,58,d711ee0002d943abbf0aec37ca338b1b,2017-03-04,54000.0,1,46.27,5.35,509,13.0,3.5592307692307696,0.766,False
F,50,a9ff6647d6ff4e628a01102474ecba1c,2016-07-08,63000.0,1,36.019999999999996,0.0,748,2.0,18.009999999999998,0.08,False
F,36,e2ff7a79c8364932afc45e9799128d18,2016-10-25,46000.0,1,83.48,40.67,639,19.0,4.393684210526316,0.892,False
F,55,f772418ae6a041e5b4238505c14df1d9,2016-12-24,71000.0,1,169.84,0.0,579,12.0,14.153333333333334,0.622,False
M,37,3a810b40b5814e57ac6fb8ebebec9d3f,2018-04-20,56000.0,0,25.54,0.0,97,5.0,5.108,1.546,False
M,53,398d2fec9c9f4d759c5565caf97d1f80,2015-12-21,87000.0,1,363.69,96.36,948,16.0,22.730625,0.506,False
M,68,92eaea9385cb46af8ca6fe47adb7e279,2017-04-01,33000.0,1,30.1,9.7,481,13.0,2.3153846153846156,0.811,False
M,34,0faa918444744117808623014e14ce7e,2015-04-29,52000.0,1,70.35,5.3,1184,15.0,4.6899999999999995,0.38,False
F,71,34133498709c4f2b95af0cc334171602,2015-12-29,98000.0,1,171.61,54.71,940,7.0,24.51571428571429,0.223,False
M,68,11e648deac3b4a98ad5c10bb398fd393,2015-03-11,44000.0,1,62.15,46.16,1233,14.0,4.439285714285714,0.341,False
M,20,85bed66eecbf4340af74bbf0a363e1e0,2015-09-17,66000.0,1,148.57999999999998,148.57999999999998,1043,22.0,6.753636363636363,0.633,False
O,43,93372c50aa324bc799b9d5b74070ea21,2015-08-25,78000.0,1,237.83,27.77,1066,11.0,21.62090909090909,0.31,False
M,61,adc5dcc9dd1743b3b91f0fb4cc8f7cdf,2013-09-26,81000.0,1,142.19,126.51,1764,7.0,20.312857142857144,0.119,False
F,36,6482dbabe4164aecbb83a3286a42ad29,2015-10-22,64000.0,1,247.63,194.21,1008,15.0,16.508666666666667,0.446,False
F,72,0f1423b731ae48a2a82253abfc8d8c54,2017-10-11,118000.0,1,98.22999999999999,0.0,288,3.0,32.74333333333333,0.312,False
F,22,5875bed7d3644a4db418a92e65dfc070,2015-10-07,37000.0,1,42.41,0.0,1023,12.0,3.5341666666666662,0.352,False
F,59,6349163e4f06471aa8aee64cd3aeccc1,2018-03-11,93000.0,1,184.34,60.74,137,7.0,26.334285714285716,1.533,False
M,66,f08366a9813843d2affd5f79164c2669,2013-12-19,45000.0,1,41.47,20.330000000000002,1680,12.0,3.455833333333333,0.214,False
M,49,60a1c4380a2744a5a73ff315147e073c,2016-07-11,68000.0,1,132.75,82.34,745,8.0,16.59375,0.322,False
M,24,016b37032984457fb33ba2767fcc8c9f,2014-05-18,56000.0,1,55.18,0.0,1530,15.0,3.6786666666666665,0.294,False
M,59,e7f06b97577c4528a34fb6b5c47cf277,2016-02-08,57000.0,1,154.0,69.24,899,11.0,14.0,0.367,False
M,81,3149365bc86c4f71ad6c665df05e6f6f,2018-04-23,79000.0,1,114.34,0.0,94,5.0,22.868000000000002,1.596,False
M,19,f30a184f52714d5db004369913e5da91,2017-08-01,56000.0,1,8.690000000000001,0.0,359,4.0,2.1725000000000003,0.334,False
F,46,3236b3087cf1400290c121083d879efc,2017-07-28,81000.0,1,54.870000000000005,12.13,363,3.0,18.290000000000003,0.248,False
M,30,5129a2a8e182466a9599c80e7226ea29,2015-01-10,40000.0,1,151.09,20.9,1293,18.0,8.393888888888888,0.418,False
F,62,0bfc794e24c146ceb5c899579e77b940,2017-03-23,78000.0,1,242.06,146.69,490,12.0,20.171666666666667,0.735,False
M,71,34b216d046e74a53adf47e99b819c882,2015-08-04,86000.0,1,262.83,0.0,1087,10.0,26.282999999999998,0.276,False
F,37,5419d29bda4e48e68165a57e3e78370a,2018-07-20,56000.0,1,10.44,0.0,6,1.0,10.44,1.0,False
F,33,58e87f3a869142f592332fbdf0181869,2015-09-11,47000.0,1,197.09,165.34,1049,17.0,11.593529411764706,0.486,False
M,37,97469d07866748b5bd85df35643b9dca,2017-11-23,49000.0,1,15.58,1.15,245,6.0,2.5966666666666667,0.735,False
F,60,af1389c7049448c1a6c0dab6507e3c19,2017-08-29,82000.0,1,85.22999999999999,0.0,331,3.0,28.409999999999997,0.272,False
M,52,bd35a0c619654fa28d2bc099d2f16b9e,2015-09-05,92000.0,1,202.98000000000002,131.73000000000002,1055,9.0,22.553333333333335,0.256,False
O,32,bd925120547040cb9bb7d2a737d01c14,2017-10-19,37000.0,1,132.22,53.91,280,14.0,9.444285714285714,1.5,False
M,92,9da5eab04268483ca929019de255c51f,2015-10-19,60000.0,0,135.95,0.0,1011,10.0,13.594999999999999,0.297,False
M,56,62e0a89f636546a784c46ed29e80393c,2018-02-19,58000.0,1,23.08,8.27,157,2.0,11.54,0.382,False
F,57,a3409086ef1a41b9b62c6756c1c13b0f,2017-09-20,74000.0,0,69.24000000000001,0.0,309,3.0,23.080000000000002,0.291,False
M,43,8c0641caa08e4a38b8a58c7643f3698e,2016-09-03,38000.0,1,49.71,23.56,691,15.0,3.314,0.651,False
M,58,b923ef146c9d48518edc006f611f0f5c,2017-08-25,96000.0,1,1074.65,798.22,335,14.0,76.76071428571429,1.254,False
M,53,f5b4179544084392b364f21da3f7aa0e,2015-05-31,65000.0,1,77.39,59.17,1152,6.0,12.898333333333333,0.156,False
M,38,8dde4b781285452389601b43a0ff09b0,2017-12-30,58000.0,1,108.55,18.91,208,22.0,4.934090909090909,3.173,False
M,22,2c92470dae4648e6aa187fc5bf7668e8,2015-12-08,46000.0,1,177.06,47.91,961,14.0,12.647142857142857,0.437,False
F,20,8d50d555f002482bacd7d80c68ae452c,2017-08-04,35000.0,1,152.22,0.0,356,15.0,10.148,1.264,False
M,72,9538885fe02043ecab2b8788748bc30b,2015-09-19,117000.0,0,228.81,0.0,1041,9.0,25.423333333333332,0.259,False
M,80,a091725845c84b5d99ebe066c5d18b34,2017-02-03,75000.0,1,186.83,77.6,538,10.0,18.683,0.558,False
M,33,f49e624a9f79456ab29e3c19f4b8e8cf,2014-10-12,32000.0,0,3.8200000000000003,0.0,1383,3.0,1.2733333333333334,0.065,False
F,30,6c9fc742d9d649f886b4f4767cc989dd,2017-10-02,47000.0,1,16.59,0.0,297,6.0,2.765,0.606,False
M,42,37914e7098564748881057bfa6ffc070,2018-03-10,95000.0,1,56.730000000000004,20.3,138,2.0,28.365000000000002,0.435,False
F,53,77a02de10fd64530a6ec57afdb17daa0,2017-11-23,71000.0,1,0.0,0.0,245,0.0,0.0,0.0,False
M,63,2193267a91d747dfa7197bb39c78b2e5,2017-03-12,86000.0,1,292.94,134.5,501,15.0,19.529333333333334,0.898,False
M,68,31a2d76eb6594488967214b82e762223,2017-03-22,87000.0,0,130.94,0.0,491,5.0,26.188,0.305,False
M,30,5770f870cc264f5da99dc233025f2d83,2017-10-09,62000.0,1,252.74,158.71,290,15.0,16.849333333333334,1.552,False
F,62,39d2d4db61e341bfa1387efa5f5125d3,2017-05-04,86000.0,1,127.18,63.419999999999995,448,7.0,18.16857142857143,0.469,False
F,29,763fa29914a941f98d8b84b539b9afef,2016-02-12,33000.0,1,103.92,0.0,895,10.0,10.392,0.335,False
F,49,752703458de14e35b72c8030b8548eab,2018-05-24,111000.0,1,22.37,22.37,63,1.0,22.37,0.476,False
M,55,ea211c4dc01340f5a537edadab883244,2018-03-29,76000.0,0,43.629999999999995,0.0,119,2.0,21.814999999999998,0.504,False
F,76,4208fdb8007e44f989539c206e9c277c,2017-07-06,103000.0,1,185.20000000000002,162.74,385,6.0,30.86666666666667,0.468,False
M,22,bbbeb7c9d80649e79aa7a7862e1efc1c,2016-01-14,42000.0,1,35.84,0.0,924,10.0,3.5840000000000005,0.325,False
O,90,078d8748630a4a66ba59d6ed6cc023bf,2017-08-27,63000.0,1,80.85,17.77,333,5.0,16.169999999999998,0.45,False
F,39,a328464197cf4c61a1f053fc28035a7c,2018-02-16,80000.0,1,0.0,0.0,160,0.0,0.0,0.0,False
M,34,d12bcab81d0e4479817a2c0cbd9909a6,2017-09-04,53000.0,1,181.81,68.61,325,14.0,12.986428571428572,1.292,False
M,50,2e8155ddda4f4f6683b9759ced75431f,2018-07-22,41000.0,0,9.52,0.0,4,2.0,4.76,2.0,False
F,60,84771b14c92d4c299f9295d9a4ea0a14,2014-12-21,44000.0,0,35.12,0.0,1313,12.0,2.9266666666666663,0.274,False
M,63,f24138ccddcb46dcb316a5d09f17a50a,2018-03-15,54000.0,1,5.640000000000001,5.640000000000001,133,2.0,2.8200000000000003,0.451,False
M,32,e23d0189d573404e864a10ecd2817520,2016-11-16,57000.0,1,52.52,28.09,617,21.0,2.500952380952381,1.021,False
M,42,65b016b2a4b5404187395c8ca9a8e00d,2018-06-12,59000.0,1,14.87,8.95,44,6.0,2.478333333333333,4.091,False
F,25,db425a7d519f4b2eb851feff7a545667,2016-09-06,54000.0,1,74.03,53.07,688,17.0,4.354705882352941,0.741,False
M,20,b7e641061b4345f1adfffffad7e7afdd,2016-03-03,31000.0,1,25.96,21.64,875,10.0,2.596,0.343,False
F,70,7bbc25282b1c4f07a2c2bf2495b0f252,2018-02-15,92000.0,1,26.62,0.0,161,1.0,26.62,0.186,False
F,59,b6d35c42216046cfb40d2154b8bfbe73,2016-07-31,67000.0,1,178.95999999999998,72.31,725,8.0,22.369999999999997,0.331,False
M,58,e1baa8a62e8043a69374074dc6b09403,2013-11-10,61000.0,0,52.78,0.0,1719,4.0,13.195,0.07,False
M,38,9f9651ad180f4b6291a58455eee9f2ff,2015-01-13,54000.0,1,40.72,26.12,1290,16.0,2.545,0.372,False
F,56,f37e5fb31b894ab58fbbaae0e6d1f912,2018-05-25,96000.0,1,51.5,35.28,62,2.0,25.75,0.968,False
F,32,9468b65cdffb44f88b038f53de5595ce,2018-03-06,37000.0,1,57.71,26.810000000000002,142,6.0,9.618333333333334,1.268,False
F,58,073ff5dc4bee4e8c97ab421c19e50549,2017-12-25,30000.0,1,11.09,0.0,213,4.0,2.7725,0.563,False
M,22,88054a37ec84477a84a9473844069827,2014-08-21,60000.0,1,15.15,0.0,1435,8.0,1.89375,0.167,False
M,66,7b22cfa199094dafb728bc210cf0909a,2017-12-17,70000.0,1,178.0,158.99,221,8.0,22.25,1.086,False
M,62,c6b488c23a9341499ceb9963abfdd3b2,2018-02-20,56000.0,1,22.57,0.0,156,7.0,3.224285714285714,1.346,False
M,64,d8646eddea324b1eaa42bbe3b45769e1,2013-09-18,71000.0,1,102.99000000000001,55.370000000000005,1772,7.0,14.712857142857144,0.119,False
F,63,058e76ac9080489993e6adfbb943fd8d,2016-07-23,95000.0,1,255.41,163.6,733,11.0,23.21909090909091,0.45,False
F,71,192e253ecece40778a40ddc4aec12b1c,2017-08-22,80000.0,1,61.59,61.59,338,2.0,30.795,0.178,False
M,66,7014f7a0150f47a8a187af8249c21bc5,2014-08-28,82000.0,1,201.68,71.47,1428,9.0,22.40888888888889,0.189,False
F,51,a9f2f3b42bbb4808a43dba4eddc31e41,2017-07-23,87000.0,1,296.99,140.25,368,13.0,22.845384615384617,1.06,False
M,65,19eff2554d094649a115ea5320dd9e8a,2018-02-13,90000.0,0,81.9,0.0,163,3.0,27.3,0.552,False
M,54,8a25b97de310488ca4b84c0c11c7d410,2018-01-23,42000.0,1,5.5600000000000005,3.97,184,3.0,1.8533333333333335,0.489,False
F,35,257ea016615b44b9ba7caca046d0261a,2015-09-20,54000.0,1,126.13,0.0,1040,8.0,15.76625,0.231,False
M,42,196707e58dd34889905f2c4c3089ed5a,2016-07-29,51000.0,0,110.83,0.0,727,25.0,4.4332,1.032,False
M,21,18d309bd61ca40b8b5885c8d3d11e83a,2018-02-25,34000.0,1,10.030000000000001,5.91,151,6.0,1.6716666666666669,1.192,False
F,65,d0730c86e9f34da1a8d458c28ab5bd49,2017-01-20,70000.0,1,70.84,40.39,552,4.0,17.71,0.217,False
F,65,0d24afa153544549ac3117f32fdd9072,2016-02-13,60000.0,1,144.51,101.37,894,8.0,18.06375,0.268,False
M,50,7b1b0b6cbce6475ebb6c8945c29cd79f,2017-11-09,53000.0,1,14.2,0.71,259,4.0,3.55,0.463,False
M,55,1bc9c50db8e849e78f6491bda9e9f7cb,2016-01-08,59000.0,1,116.58,21.28,930,7.0,16.654285714285713,0.226,False
M,57,5627d082d908490aaac42034255a91b5,2015-09-23,58000.0,1,145.2,42.400000000000006,1037,10.0,14.52,0.289,False
F,66,eb540099db834cf59001f83a4561aef3,2017-09-29,34000.0,0,26.009999999999998,0.0,300,4.0,6.5024999999999995,0.4,False
F,68,e4004aec99604b0585c76947dbec6b9e,2018-07-24,76000.0,1,47.45,24.98,2,2.0,23.725,2.0,False
M,65,17886bc7528448fb92f70ff2c5676bac,2017-10-04,91000.0,1,177.29,150.41,295,7.0,25.327142857142857,0.712,False
F,44,49295418cdfb40aba2dba760b44a0a08,2017-03-10,34000.0,0,108.13,0.0,503,16.0,6.758125,0.954,False
M,69,b857481919e44cf29b036eca3217d2da,2017-10-30,72000.0,1,268.68,104.33,269,12.0,22.39,1.338,False
F,54,f87944dae046445aaa22f7665599a5eb,2018-01-23,70000.0,1,32.45,4.94,184,10.0,3.245,1.63,False
M,39,8ba283a95f6c419daa338eccdd19e77d,2017-12-11,40000.0,1,24.81,0.0,227,8.0,3.10125,1.057,False
F,22,91c5a185b1c54958834e4f3fae8b31b4,2017-02-03,54000.0,1,38.43,0.0,538,10.0,3.843,0.558,False
F,82,1e31fe91b54e41f98c146158fe404f1f,2016-10-02,59000.0,1,72.97,18.14,662,20.0,3.6485,0.906,False
M,76,dfdd34f61d0645bca2d61e97073f134c,2017-10-20,59000.0,1,32.61,13.92,279,2.0,16.305,0.215,False
M,20,6e62fe9276624cffa4c8f6ca0e41742d,2017-12-24,45000.0,1,117.52,0.0,214,11.0,10.683636363636364,1.542,False
M,58,d863024f0db64e079769240173649f74,2015-05-27,90000.0,1,212.66,107.75,1156,8.0,26.5825,0.208,False
F,48,f9baaa05c8dd4474b975b5ac852e3a58,2018-01-19,70000.0,0,90.1,0.0,188,4.0,22.525,0.638,False
M,37,7b566bc827bf4cc8bf4ceccee470731d,2018-05-16,32000.0,1,9.54,4.64,71,6.0,1.5899999999999999,2.535,False
